Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,french_text
10266,"Listen, we're a little bit in a hurry, so, if you can get us a table a little quicker, I'd appreciate it.",Chandler,neutral,neutral,1019,14,7,10,"00:05:02,385","00:05:07,306",On est un peu pressés. Si on pouvait...avoir une table plus vite...
10267,"Of course, sir.",Maitre d',neutral,neutral,1019,15,7,10,"0:05:07,473","0:05:08,115","Bien sûr, monsieur."
10268,Okay.,Chandler,neutral,neutral,1019,16,7,10,"0:05:08,115","0:05:09,778",Je suis en train de vous dire.
10269,I’d better get back to my desk.,Tag,neutral,neutral,1020,0,7,9,"00:04:01,241","00:04:04,743",Je vais à mon bureau.
10270,"Okay, you hard worker! I’ll remember to put that in your evaluation.",Rachel,joy,positive,1020,1,7,9,"00:04:06,746","00:04:08,747",Quel bosseur!Je mettrai ca dans ton évaluation.
10271,My what?,Tag,surprise,positive,1020,2,7,9,"00:04:09,249","00:04:12,042",Ma quoi?
10272,"Well, you’ve been here for two months now and your boss is required to hand in a performance evaluation.",Rachel,neutral,neutral,1020,3,7,9,"00:04:12,252","00:04:15,921",Tu es là depuis deux mois.Ton patron doit évaluer tes performances.
10273,"But y’know, there is one thing that I have yet to evaluate.",Rachel,neutral,neutral,1020,4,7,9,"00:04:16,130","00:04:20,008","Mais tu sais, il me reste une chose à évaluer."
10274,Are you serious?,Tag,surprise,positive,1020,5,7,9,"00:04:26,849","00:04:30,852",Tu es sérieuse?
10275,"No, I’ve just always wanted to do that. Can you help me clean this up?",Rachel,neutral,neutral,1020,6,7,9,"00:04:31,521","00:04:33,355",Je voulais juste faire ça!Tu m'aides à ramasser?
10276,I can blow dry it.,Chandler,neutral,neutral,1021,0,3,19,"0:12:06,308","0:12:07,530",Le séchoir ou le gel
10277,I can put gel on it.,Chandler,neutral,neutral,1021,1,3,19,"0:12:07,530","0:12:09,360",ça change rien.
10278,"It doesn’t matter, I still wind up with this little  cowlicky thing on the middle part of my head.",Chandler,neutral,neutral,1021,2,3,19,"00:12:09,478","00:12:16,067",J'ai toujours cette petite...corne de vache au milieu du crâne
10279,It’s so annoying.,Chandler,disgust,negative,1021,3,3,19,"00:12:12,481","00:12:16,067",C'est très ennuyeux
10280,Does it bug you?,Chandler,sadness,negative,1021,4,3,19,"0:12:16,235","0:12:17,037",Ca te dérange ?
10281,You bug me.,Ross,disgust,negative,1021,5,3,19,"0:12:17,037","0:12:18,284","Toi, tu me déranges."
10282,Is there any chance you didn’t see that?,Chandler,neutral,neutral,1021,6,3,19,"00:12:31,500","00:12:34,502",Est-ce que par chance tu n'aurais rien vu ?
10283,"Hey Joey, what ‘cha doing?",Rachel,neutral,neutral,1022,0,7,2,"00:07:10,054","00:07:12,055","Salut, Joey. Tu fais quoi?"
10284,Sweepin’. Why? Turn you on?,Joey,neutral,neutral,1022,1,7,2,"00:07:12,432","00:07:16,309","Je manie le balai. Pourquoi, ça t'excite?"
10285,No.,Rachel,neutral,neutral,1022,2,7,2,"00:07:18,521","00:07:19,688",Non.
10286,Huh. What if I was sweeping a chimney?,Joey,joy,positive,1022,3,7,2,"00:07:22,066","00:07:25,068",Et si je ramonais une cheminée?
10287,"Joey, did",Rachel,neutral,neutral,1022,4,7,2,"00:07:27,238","00:07:29,322",T'as bouffé ma crème hydratante?
10288,Where are you going? The vicar won’t be home for hours.,Joey,joy,positive,1022,5,7,2,"00:07:32,618","00:07:35,454",Où tu vas? Le vicaire rentre pas avant des heures.
10289,"Joey,  where did you learn that word?",Rachel,surprise,negative,1022,6,7,2,"00:07:41,377","00:07:45,380","Joey, où t'as appris ce mot?"
10290,"Where do you think,  Zelda?",Joey,neutral,neutral,1022,7,7,2,"00:07:48,050","00:07:49,718",A ton avis?Zelda?
10291,You found my book?!,Rachel,anger,negative,1022,8,7,2,"0:07:54,348","0:07:55,940",T'as trouvé mon livre?
10292,Yeah I did!,Joey,joy,positive,1022,9,7,2,"0:07:55,940","0:07:57,656",Tu m'étonnes!
10293,"Joey, what-what are you doing going into my bedroom?!",Rachel,anger,negative,1022,10,7,2,"00:07:58,561","00:08:01,605",Qu'est-ce que tu vas faire dans ma chambre?
10294,"Okay, look I’m sorry, I went in there to take a nap and I know I shouldn’t have, but you got porn!",Joey,surprise,negative,1022,11,7,2,"00:08:01,856","00:08:05,734","J'y ai fait un somme, j'aurais pas dû. Mais t'as du porno!"
10295,"Hey-hey, y’know what?",Rachel,anger,negative,1022,12,7,2,"0:08:07,612","0:08:10,824",Je m'en fiche. J'ai pas honte de mon livre.
10298,There’s nothing wrong with a woman enjoying a little…erotica.,Rachel,neutral,neutral,1022,15,7,2,"00:08:11,115","00:08:15,952",Il n'y a aucun mal à ce qu'une femme s'offre un peu d'érotisme.
10299,"It’s just a healthy expression of female sexuality, which by the way, you will never understand.",Rachel,anger,negative,1022,16,7,2,"00:08:16,245","00:08:24,294","C'est une expression saine de la sexualité féminine...que, ceci dit en passant, tu ne pigeras jamais."
10300,You got porn!,Joey,joy,positive,1022,17,7,2,"00:08:26,797","00:08:28,465",T'as du porno!
10301,"Well, I feel like a snack!",Chandler,joy,positive,1023,0,7,15,"00:14:33,622","00:14:35,790",Je mangerais bien un truc.
10302,Do you want some shortbread? Eh that’s Scottish like you are.,Monica,neutral,neutral,1023,1,7,15,"00:14:36,041","00:14:39,669","Du shortbread ? C'est écossais, comme toi."
10303,Oh no thanks. I don’t like,Chandler,neutral,neutral,1023,2,7,15,"00:14:40,170","00:14:44,299","Non, merci. Rien ne me plaît dans mon héritage écossais."
10304,What?!,Ross,surprise,negative,1023,3,7,15,"00:14:44,550","00:14:46,050",- Je suis désolé.
10305,"Well it’s just my entire family was run out of Scotland by…Vikings. Anyway, lots of bad memories.",Chandler,sadness,negative,1023,4,7,15,"00:14:46,719","00:14:53,516",Toute ma famille a été chassée d'Ecosse par...les Vikings ?
10306,"Oh well, it sounds to me like your family is ready to uh, rediscover its Scottish roots.",Ross,neutral,neutral,1023,5,7,15,"00:14:54,351","00:14:59,147",Ta famille me semble prête à redécouvrir ses racines.
10314,You can not play bagpipes at the wedding!!,Monica,anger,negative,1023,6,7,15,"00:14:59,398","00:15:01,691",Pas de cornemuse !
10315,How did you know about that?!,Ross,surprise,negative,1023,7,7,15,"00:15:03,235","00:15:04,777",Comment tu l'as su ?
10316,Hi!,Joey,joy,positive,1024,0,6,3,"0:20:59,716","0:21:00,348",Je vous en prie.
10317,Hi!,The Potential Roommate,joy,positive,1024,1,6,3,"0:21:00,348","0:21:00,805",Je vous en prie.
10318,Come in.,Joey,neutral,neutral,1024,2,6,3,"00:21:00,926","00:21:03,511",Je vous en prie.
10319,"Thanks for comin’ back, umm, okay there have been a lot of people interested in the room, but I have narrowed it down and",Joey,neutral,neutral,1024,3,6,3,"00:21:03,679","00:21:09,308",Entrez. Merci d'être revenue.Beaucoup de gens sont intéressés. . .
10320,Great!,The Potential Roommate,joy,positive,1024,4,6,3,"00:21:09,476","00:21:11,978",C'est super!
10321,"Okay now, before I make my final decision I uh, I just want to make sure our personalities match.",Joey,neutral,neutral,1024,5,6,3,"00:21:09,476","00:21:15,356","Avant de me décider, je veux être sûr qu'on s'entend bien."
10322,"Okay, so I made up a little test.",Joey,neutral,neutral,1024,6,6,3,"00:21:15,524","00:21:16,816",J'ai préparé un petit test.
10323,"Now, I’m gonna say a word and then you say the first thing that comes to mind.",Joey,neutral,neutral,1024,7,6,3,"00:21:16,984","00:21:21,070","Je dis un mot, et vous dites ce qu'il vous évoque."
10324,I can do that.,The Potential Roommate,neutral,neutral,1024,8,6,3,"0:21:21,238","0:21:22,031",Pas de problème.
10325,Okay! Here we go. Pillow.,Joey,neutral,neutral,1024,9,6,3,"0:21:22,031","0:21:24,013",On y va.Pelochon.
10326,Fight.,The Potential Roommate,neutral,neutral,1024,10,6,3,"00:21:24,116","00:21:25,533",Bataille.
10327,Very good! Okay. G.,Joey,joy,positive,1024,11,6,3,"00:21:25,993","00:21:30,663",Très bien.''G. ''
10328,String?,The Potential Roommate,neutral,neutral,1024,12,6,3,"00:21:30,831","00:21:32,999",Point.
10329,"Excellent! Okay umm, doggy.",Joey,joy,positive,1024,13,6,3,"00:21:30,831","00:21:38,838",Excellent !Par derrière.
10330,Kitten?,The Potential Roommate,neutral,neutral,1024,14,6,3,"00:21:40,632","00:21:43,259",Trahison.
10331,"Ooh, sorry! No-no-no, so close though, but—bye-bye!",Joey,sadness,negative,1024,15,6,3,"00:21:40,632","00:21:48,139",Désolé !Vous y étiez presque.
10332,"Dad, please don’t pick your teeth out here!",Monica,disgust,negative,1025,0,6,9,"00:11:49,625","00:11:52,210",Papa. . . Ne te cure pas les dents ici.
10333,"Alright, and if you’re gonna put your feet up, why don’t you sit on the-",Monica,disgust,negative,1025,1,6,9,"0:11:52,420","0:11:54,214",Et viens t'asseoir sur. . .
10334,"Monica, leave him alone",Phoebe,anger,negative,1025,2,6,9,"0:11:54,214","0:11:56,135",Laisse-le tranquille !
10335,Will you hurry up?,Joey,sadness,negative,1025,3,6,9,"00:11:58,509","00:11:59,759",Dépêche-toi !
10336,Did you not hear me before when I told you that all of Janine’s friends are dancers?!,Joey,surprise,negative,1025,4,6,9,"00:12:00,010","00:12:03,763",Tu n'as pas entendu ? Les amies de Janine sont danseuses.
10337,And that they’re going to be drinking alot!,Joey,anger,negative,1025,5,6,9,"00:12:03,931","00:12:07,058",Et elles vont beaucoup boire.
10339,"No, I did, but tell me again, because it’s so romantic.",Rachel,neutral,neutral,1025,6,6,9,"00:12:07,643","00:12:11,688","J'ai entendu. Mais redis-le-moi, c'est si romantique."
10340,Well you’re whippin’ so slow! Can’t you do it any faster?,Joey,anger,negative,1025,7,6,9,"00:12:12,231","00:12:14,482",Tu bas trop lentement. Va plus vite !
10341,Joey!,Rachel,anger,negative,1025,8,6,9,"0:12:14,734","0:12:15,193",Je suis désolé.
10342,Come on!,Rachel,anger,negative,1025,9,6,9,"0:12:15,193","0:12:15,611",Je suis là.
10343,"I don’t wanna make any mistakes, alright?",Rachel,anger,negative,1025,10,6,9,"0:12:15,611","0:12:16,949",Je ne veux pas le rater !
10344,"This is the only dessert and if I screw it up everybody's gonna be like “Oh, remember that Thanksgiving when Rachel screwed up the trifle?”",Rachel,fear,negative,1025,11,6,9,"00:12:17,069","00:12:24,367",C'est le seul dessert. Ou on dira :''Tu te souviens du Thanksgiving où Rachel a raté le diplomate ?''
10345,"So why don’t you just let me worry about making the trifle and you just worry about eating it, alright?",Rachel,neutral,neutral,1025,12,6,9,"00:12:26,412","00:12:30,206","Laisse-moi préparer le gâteau, et prépare-toi à le manger."
10346,Oh I am!,Joey,joy,positive,1025,13,6,9,"00:12:30,458","00:12:31,875",J'essaie.
10347,"Ross, if you don’t tell them, then I will!",Monica,anger,negative,1025,14,6,9,"0:12:33,544","0:12:35,396",Dis-leur ou je leur dis.
10348,"Okay, fine!",Ross,anger,negative,1025,15,6,9,"0:12:35,396","0:12:37,556",Je suis d'accord.
10349,Ross! Can I talk to you for a second?,Joey,neutral,neutral,1025,16,6,9,"00:12:38,215","00:12:41,134","Ross, je peux te parler ?"
10350,"Oh, uh, can it wait a second Joey? I have to tell my parents something. No it can’t? Okay.",Ross,neutral,neutral,1025,17,6,9,"00:12:41,302","00:12:45,638",Ça peut attendre ? Je dois parler à mes parents. Non ?
10351,You are so cute! How did you get to be so cute?,Monica,joy,positive,1026,0,5,14,"00:06:22,298","00:06:24,132",Tu es tellement mignon.Pourquoi tu es si mignon ?
10352,"Well, my Grandfather was Swedish and my Grandmother was actually a tiny little bunny.",Chandler,joy,positive,1026,1,5,14,"00:06:24,300","00:06:29,971",Mon grand-père était suédois. . .et ma grand-mère était un petit lapin.
10353,"Okay, now you're even cuter!!",Monica,joy,positive,1026,2,5,14,"00:06:31,766","00:06:34,017",Tu es encore plus mignon.
10354,Y'know that is a popular opinion today I must say.,Chandler,neutral,neutral,1026,3,5,14,"00:06:35,144","00:06:38,230",Tu n'es pas la seule de cet avis.
10355,What?,Monica,surprise,negative,1026,4,5,14,"00:06:38,398","00:06:39,439",- Je ne sais pas.
10356,"The weirdest thing happened at the coffee house, I think, I think Phoebe was hitting on me.",Chandler,surprise,negative,1026,5,5,14,"00:06:39,607","00:06:44,069",ll m'est arrivé un truc bizarre.Je crois que Phoebe m'a dragué.
10357,What are you talking about?,Monica,surprise,negative,1026,6,5,14,"00:06:45,363","00:06:47,030",Qu'est-ce que tu racontes ?
10358,I'm telling you I think Phoebe thinks I'm foxy.,Chandler,joy,positive,1026,7,5,14,"00:06:47,281","00:06:49,282",Elle a l'air de me trouver sexy.
10359,That's not possible!,Monica,joy,positive,1026,8,5,14,"0:06:53,162","0:06:54,214",lmpossible.
10360,Ow!,Chandler,surprise,positive,1026,9,5,14,"0:06:54,214","0:06:55,168",Je suis là.
10361,"I'm sorry it's just, Phoebe just always thought you were, you were charming in a, in a sexless kind of way.",Monica,joy,positive,1026,10,5,14,"00:06:58,501","00:07:04,256",Excuse-moi. Phoebe t'a toujours trouvé charmant. . .mais de facon non sexuelle. .
10362,"Oh, y'know I-I can't hear that enough.",Chandler,anger,negative,1026,11,5,14,"00:07:04,507","00:07:07,384",C'est très agréable à entendre.
10363,"I'm sorry, I think that you just misunderstood her.",Monica,sadness,negative,1026,12,5,14,"00:07:08,719","00:07:10,979",Tu te fais des idées.
10364,"No, I didn't misunderstand, okay? She was all over me! She touched my bicep for crying out loud!",Chandler,anger,negative,1026,13,5,14,"00:07:11,180","00:07:16,268","Pas du tout. Elle me touchait partout.Elle a tâté mes biceps, figure-toi."
10365,This bicep?,Monica,surprise,negative,1026,14,5,14,"00:07:16,978","00:07:18,019",Celui-là ?
10366,Well it's not flexed right now!,Chandler,anger,negative,1026,15,5,14,"00:07:18,521","00:07:21,148","ll n'est pas gonflé, là."
10367,It's Phoebe.,Phoebe,neutral,neutral,1027,0,5,13,"00:05:39,339","00:05:40,964",Qui est là ? - Phoebe.
10368,"Umm, well I sorta have some bad news, can I come in?",Phoebe,sadness,negative,1027,1,5,13,"00:05:48,181","00:05:52,851",J'ai une mauvaise nouvelle. Je peux entrer ?
10369,"Umm, well, umm Grandma died.",Phoebe,sadness,negative,1027,2,5,13,"00:05:56,606","00:06:03,153",Mamie est morte aujourd'hui.
10370,"No, she just died today! Okay, umm, we're having a memorial service tomorrow.",Phoebe,sadness,negative,1027,3,5,13,"00:06:06,741","00:06:12,788","Non, elle vient juste de mourir.On fait une messe demain."
10371,No you didn't!,Phoebe,joy,positive,1027,4,5,13,"00:06:16,000","00:06:17,459","- Non, vous ne l'avez pas fait!"
10372,"Well, lots of people! Look, are you coming to memorial service or not?",Phoebe,anger,negative,1027,5,5,13,"00:06:19,504","00:06:25,300",Des tas de gens !Tu viendras à la messe ou pas ?
10373,"Fine. Okay, enjoy your concert.",Phoebe,disgust,negative,1027,6,5,13,"00:06:41,192","00:06:45,570",Et j'ai un concert demain.
10374,"anyway, his name is Allan and we’ve been going out for three years.",Melissa,neutral,neutral,1028,0,7,20,"00:12:32,835","00:12:37,922","Bref, il s'appelle Alan. Ca fait 3 ans qu'on sort ensemble."
10375,He was my first client when I became a party planner.,Melissa,neutral,neutral,1028,1,7,20,"00:12:38,132","00:12:41,092",C'était mon 1er client sur les fêtes.
10376,He was planning a party for his girlfriend at the time.,Melissa,neutral,neutral,1028,2,7,20,"00:12:41,260","00:12:45,555",Il en préparait une pour sa copine de l'époque...
10377,Oh well.,Melissa,neutral,neutral,1028,3,7,20,"00:12:45,723","00:12:47,307",Pas de quartier!
10378,And he was Theta Beta Pi at Syracuse.,Melissa,neutral,neutral,1028,4,7,20,"0:12:47,475","0:12:51,438","Il était Theta Beta Pi, à Syracuse.Génial!"
10379,"Oh. Oh, that’s great!",Rachel,joy,positive,1028,5,7,20,"0:12:51,438","0:12:53,002",C'est génial!
10381,Really? Like how?,Ben,surprise,negative,1029,0,7,16,"00:03:53,983","00:03:57,989",C'est vrai? Raconte.
10382,"Well y’know, we would umm, repeat everything the other said, or uh, we’d jump out of closets to scare each other, or switch the sugar for the salt so they’d put salt on their cereal.",Rachel,neutral,neutral,1029,1,7,16,"00:03:53,983","00:04:08,288",On répétait tout ce que l'autre disait.On se cachait dans un placard pour se faire peur.On remplaçait le sucre par du sel pour les céréales.
10383,That’s a good one.,Ben,joy,positive,1029,2,7,16,"00:04:08,498","00:04:09,623",C'est super.
10384,Yeah? You like that one?,Rachel,surprise,positive,1029,3,7,16,"0:04:11,584","0:04:12,877",Ca te plait?
10385,"Yeah, you’re funny.",Ben,joy,positive,1029,4,7,16,"0:04:12,877","0:04:13,473","Oui, tu es drôle."
10386,I’m funny?,Rachel,surprise,positive,1029,5,7,16,"00:04:14,796","00:04:16,046",Je suis drôle?
10387,Oh thank God!,Rachel,joy,positive,1029,6,7,16,"00:04:16,214","00:04:18,048",Génial!
10388,"Well hey, I’ve got a ton of these!",Rachel,joy,positive,1029,7,7,16,"00:04:18,466","00:04:20,008",J'en connais plein d'autres.
10389,"Umm, oh here—Do you want a good one?",Rachel,neutral,neutral,1029,8,7,16,"00:09:24,355","00:09:36,157",Tu veux une bonne?
10391,"Umm, you uh, you take a quarter, take a quarter and, and you blacken the edge.",Rachel,neutral,neutral,1029,9,7,16,"00:04:20,176","00:04:27,891",Tu prends une pièce...et tu noircis le bord.
10392,Right?,Rachel,neutral,neutral,1029,10,7,16,"00:04:24,347","00:04:27,891",- Je suis sûr.
10393,"And then you say to person, I bet you can’t roll this quarter from your forehead to your chin without it leaving your face.",Rachel,neutral,neutral,1029,11,7,16,"00:04:28,142","00:04:34,064","Et tu dis à quelqu'un: ""Fais rouler cette pièce...de ton front à ton menton."""
10394,"And then when they do it, they’re left with a big black pencil line right down the center of their face.",Rachel,neutral,neutral,1029,12,7,16,"00:04:34,274","00:04:39,611","Après, la personne a une grosse ligne noire au milieu du visage."
10395,Can I do it to you?,Ben,neutral,neutral,1029,13,7,16,"00:04:39,779","00:04:41,697",Je peux te le faire?
