Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,greek_text
8091,"Hello, Mrs. Chatracus.",Rachel,neutral,neutral,813,10,4,15,"0:18:23,227","0:18:26,861","Γεια σας, κα Chatracus."
8092,"Okay, is everybody clear? We’re gonna pick it up…and move it. Now all we need is teamwork, okay? We’re gonna",Ross,neutral,neutral,814,0,7,14,"00:18:04,500","00:18:18,679","Καταλάβατε όλοι;Θα το σηκώσουμε......και θα το μετακινήσουμε.Ομαδική προσπάθεια χρειάζεται, εντάξει;Θα σηκώσουμε το αμάξι......και θα το τσουλήσουμε στο πλάι."
8093,"Ross, I really don’t think",Rachel,neutral,neutral,814,1,7,14,"00:18:27,773","00:18:30,525","-Ρος, δεν νομίζω ότι αυτό... -Σηκώνουμε..."
8094,Lift!! And slide!,Ross,joy,positive,814,2,7,14,"00:18:31,610","00:18:33,861",...και τσουλάμε.
8095,"Okay, here we go.",Chandler,neutral,neutral,814,3,7,14,"00:18:34,196","00:18:36,697",Πάμε.
8096,"All right everyone, lift!  And slide!!",Ross,joy,positive,814,4,7,14,"00:18:36,949","00:18:52,463","Εμπρός, λοιπόν, όλοι. Σηκώνουμε......και τσουλάμε!"
8097,"All right Carl, we’re next. Now remember, what is not gonna be?",Joey,neutral,neutral,815,0,6,17,"00:16:30,406","00:16:34,701","Λοιπόν, Καρλ, ήρθε η σειρά μας. Θυμάσαι τι δεν θα γίνουμε;"
8098,Another,Carl,neutral,neutral,815,1,6,17,"00:16:34,868","00:16:37,787",Άλλο ένα
8099,That’s right! And what are you not gonna do?,Joey,neutral,neutral,815,2,6,17,"00:16:37,955","00:16:39,372",-Και τι δεν θα κάνεις; -Δεν θα μιλώ!
8100,"Well, I’m not gonna talk because",Carl,neutral,neutral,815,3,6,17,"00:16:39,540","00:16:43,292",Δεν θα μιλήσω γιατί...
8101,"I mean, I realize that his feelings may never completely go away, but",Monica,sadness,negative,816,0,7,7,"00:20:40,822","00:20:45,660",Ξέρω πως αυτά τα αισθήματα ίσως να μην εξαφανιστούν ποτέ.Εσύ όμως μπορείς.
8102,"Oh?my Gawd, I-I understand.",Janice,sadness,negative,816,1,7,7,"00:20:49,039","00:20:55,711",Καταλαβαίνω
8103,"I-I am so sorry, I’ll go.",Janice,sadness,negative,816,2,7,7,"00:20:52,084","00:20:57,421",Λυπάμαι πολύΘα φύγω.
8104,"Good-bye Monica , I wish you a lifetime of happiness with him.",Janice,sadness,negative,816,3,7,7,"00:21:02,511","00:21:08,516","Γεια σου, Μόνικα. Σου εύχομαι κάθε ευτυχία μαζί του."
8105,"Chandler,  you call me when this goes in the pooper.",Janice,neutral,neutral,816,4,7,7,"00:21:08,725","00:21:14,063",Τηλεφώνησέ μου όταν το διαλύσετε.
8107,I found my identical hand twin!,Joey,joy,positive,817,0,5,23,"00:18:47,000","00:18:49,752",Βρήκα το δίδυμο χέρι μου!
8108,"Ohh, you are",Phoebe,neutral,neutral,817,1,5,23,"00:20:14,796","00:20:17,006",Είσαι τόσο τυχερός!
8109,No!,Chandler,neutral,neutral,817,2,5,23,"0:20:24,681","0:20:25,516","- Όχι, όχι!"
8110,But she just came up here!,Phoebe,surprise,negative,817,3,5,23,"0:20:25,516","0:20:27,660",Μόλις ανέβηκε.
8111,That was Joey!,Chandler,neutral,neutral,817,4,5,23,"00:20:27,935","00:20:29,518",Ήταν ο Τζόη.
8112,I wonder where she is. That is so weird.,Phoebe,neutral,neutral,817,5,5,23,"00:20:30,145","00:20:32,271",Που να 'ναι; Είναι παράξενο.
8113,"Yeah, well, she's probably talking to Richard.",Chandler,neutral,neutral,817,6,5,23,"00:20:32,481","00:20:34,357",Θα μιλάει στον Ρίτσαρντ.
8114,Would you stop that!,Phoebe,anger,negative,817,7,5,23,"00:20:34,608","00:20:36,234",Θα σταματήσεις;
8115,Do you wanna know the first thing she said when she came back from her lunch with Richard?,Phoebe,neutral,neutral,817,8,5,23,"00:20:36,902","00:20:40,154",Ξέρεις τι είπε μετά το γεύμα με το Ρίτσαρντ;
8116,She didn't feel anything for him.,Phoebe,neutral,neutral,817,9,5,23,"0:20:40,405","0:20:42,167",Δεν αισθάνεται τίποτα γι' αυτόν. Αγαπά εσένα.
8117,She loves you!,Phoebe,sadness,negative,817,10,5,23,"0:20:42,167","0:20:43,286",Σε αγαπάει!
8118,Really?,Chandler,surprise,positive,817,11,5,23,"00:20:44,618","00:20:46,285",-Αλήθεια; -Ναι.
8119,"Yes! Now, she feels terrible! She really wants to make up! You gotta find her.",Phoebe,anger,negative,817,12,5,23,"00:20:46,495","00:20:50,873",Θέλει να τα φτιάξετε. Πρέπει να τη βρεις.
8120,Okay.,Chandler,neutral,neutral,817,13,5,23,"00:20:52,793","00:20:53,834","- Εντάξει, εντάξει."
8121,Good.  I should really start wearing hats!,Phoebe,neutral,neutral,817,14,5,23,"00:20:54,378","00:21:04,971",Ωραία.Ν' αρχίσω να φοράω καπέλα.
8122,"I mean, why should I let them meet him?",Monica,neutral,neutral,818,0,1,3,"00:07:01,712","00:07:03,171",Γιατί να τους αφήσω να τον συναντήσουν;
8123,"I mean, I bring a guy home, and within five minutes they're all over him.",Monica,disgust,negative,818,1,1,3,"00:07:03,381","00:07:06,299","Μόλις φέρω σπίτι κάποιον, του ορμάνε αμέσως..."
8124,"I mean, they're like- coyotes, picking off the weak members of the herd.",Monica,joy,positive,818,2,1,3,"00:07:06,509","00:07:10,345",...σαν τσακάλια που διαλέγουν το πιο αδύναμο θύμα.
8125,Listen.,Paula,neutral,neutral,818,3,1,3,"00:07:11,055","00:07:15,392",- Άκουσέ με.
8126,"As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing.",Paula,neutral,neutral,818,4,1,3,"00:07:11,055","00:07:19,396","Ως κάποια που έχει δει αρκετό χαλασμένο κρέας......σου λέω, ότι δεν είναι τόσο τρομερό."
8127,"I mean, they're your friends, they're just looking out after you.",Paula,neutral,neutral,818,5,1,3,"00:07:19,605","00:07:22,107",Φίλοι σου είναι. Για σένα ενδιαφέρονται.
8128,"I know. I just wish that once, I'd bring a guy home that they actually liked.",Monica,sadness,negative,818,6,1,3,"00:07:22,316","00:07:25,652","Θα ήθελα μόνο, μια φορά να τους αρέσει κάποιος."
8129,"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",Paula,neutral,neutral,818,7,1,3,"00:07:25,862","00:07:31,616",Δεν υπάρχει τέτοια πιθανότητα......αν δεν τους γνωρίσεις τον τύπο.
8130,No-no-no-no.  Hey!,Chandler,surprise,positive,819,0,7,4,"00:05:32,165","00:05:46,595","Οχι, όχι, όχι."
8131,"Anyway, I should go. Okay, bye.",Phoebe,neutral,neutral,819,1,7,4,"00:05:51,392","00:05:54,061","Τέλος πάντων, πρέπει να πηγαίνω."
8132,Hey sweetie.,Monica,neutral,neutral,819,2,7,4,"00:05:54,270","00:05:56,063","Γεια σου, γλυκέ μου."
8133,"Hi sweetie. So, what was with all the whispering?",Chandler,neutral,neutral,819,3,7,4,"00:05:54,270","00:05:58,357",-Τι ψιθυρίζατε τόση ώρα; -Δεν μπορώ να σου πω. Είναι μυστικό.
8134,I can’t tell you. It’s a secret.,Monica,neutral,neutral,819,4,7,4,"00:05:58,733","00:06:00,817","Δεν μπορώ να σου πω, είναι μυστικό."
8135,Secret? Married people aren’t supposed to have secrets between one another. We have too much love and respect for one another.,Chandler,anger,negative,819,5,7,4,"00:06:01,235","00:06:09,534",Οι σύζυγοι δεν κρατούν μυστικά ο ένας απ'τον άλλο.Αφού αγαπιόμαστε και σεβόμαστε ο ένας τον άλλο τόσο πολύ.
8136,Awww.  But still no.,Monica,neutral,neutral,819,6,7,4,"00:06:09,702","00:06:11,453","Και πάλι όμως, όχι."
8137,"No I’m serious, we should tell each other",Chandler,neutral,neutral,819,7,7,4,"00:06:11,621","00:06:15,749","Σοβαρολογώ, να λέμε τα πάντα. Εγώ δεν έχω μυστικά από σένα."
8138,"Really? Okay, so why don’t you tell me what happened to Ross Junior year at",Monica,neutral,neutral,819,8,7,4,"00:06:15,958","00:06:20,462",Γιατί δεν μου λες τότε τι έγινε όταν πήγατε με τον Ρος στην Ντίσνειλαντ;
8139,"Oh no-no, I can’t do that.",Chandler,fear,negative,819,9,7,4,"00:06:20,713","00:06:21,838",Δεν γίνεται.
8140,"If you tell me, I’ll tell you what Phoebe said.",Monica,neutral,neutral,819,10,7,4,"00:06:23,466","00:06:25,175","Αν μου πεις, θα σου πω τι είπε η Φοίβη."
8141,Okay.,Chandler,neutral,neutral,819,11,7,4,"0:06:25,968","0:06:26,600",-Εντάξει. -Εντάξει.
8142,Okay.,Monica,neutral,neutral,819,12,7,4,"0:06:26,600","0:06:27,057","- Εντάξει, εντάξει."
8143,"So, Ross and I are going to",Chandler,neutral,neutral,819,13,7,4,"00:06:27,261","00:06:29,596","Ενώ πηγαίναμε στην Ντίσνειλαντ, σταματήσαμε στο δρόμο για τάκος."
8144,Oh my God. He threw up?,Monica,disgust,negative,819,14,7,4,"00:06:44,612","00:06:46,196","Θεέ μου, ξέρασε;"
8145,"No, he visited a little town south of throw up.  So what was Phoebe’s secret?",Chandler,neutral,neutral,819,15,7,4,"00:06:46,447","00:06:54,413",Οχι ακριβώς. Από αλλού άρχισε να βγάζει τα τάκος.Ποιο ήταν λοιπόν το μυστικό;
8146,"Oh, Nancy Thompson from Phoebe’s old massage place is getting fired.",Monica,neutral,neutral,819,16,7,4,"00:06:54,664","00:06:57,916",Θυμάσαι την Νάνσι Τόμσον απ'τη δουλειά της;Θα την απολύσουν.
8147,That’s it?! I gave up my,Chandler,joy,positive,819,17,7,4,"00:07:02,672","00:07:05,757",Αυτό ήταν; Αποκάλυψα την ιστορία με την Ντίσνειλαντ γι'αυτό;
8148,That’s right! You lose sucker!!  Please still marry me.,Monica,joy,positive,819,18,7,4,"00:07:05,967","00:07:12,889","Την πάτησες, κορόιδο!Πες ότι θέλεις ακόμα να με παντρευτείς!"
8151,Oh hey! How was your audition?,Phoebe,joy,positive,820,0,7,19,"00:00:05,380","00:00:08,257",Πώς πήγε η ακρόαση;
8152,"I’m sorry, do I know you?",Joey,neutral,neutral,820,1,7,19,"00:00:08,842","00:00:11,260","Συγγνώμη, γνωριζόμαστε;"
8153,What are you doing?,Phoebe,neutral,neutral,820,2,7,19,"00:00:12,762","00:00:13,804",Τι κάνεις;
8154,"Nothing, I’m just practicing blowing you off because I’m gonna be a big movie star!",Joey,surprise,positive,820,3,7,19,"00:00:13,972","00:00:16,724","Τίποτα, προβάρω το ""φτύσιμο"", γιατί θα γίνω μεγάλος σταρ!"
8155,Oh! You got it?!,Phoebe,sadness,negative,820,4,7,19,"00:00:16,891","00:00:18,892",Πήρες τον ρόλο;
8156,"Well no, not yet. But the audition went really good.",Joey,joy,positive,820,5,7,19,"0:00:19,060","0:00:21,521","Οχι ακόμα, αλλά πήγα πολύ καλά."
8157,What was it for?,Monica,neutral,neutral,820,6,7,19,"0:00:21,521","0:00:22,718",Περί τίνος πρόκειται;
8158,"Oh, it’s this big budget period movie about these three Italian brothers who come to America around the turn of the century.",Joey,neutral,neutral,820,7,7,19,"00:00:22,814","00:00:30,320",Για μία μεγάλου προϋπολογισμού ταινία εποχής......για τρεις Ιταλούς αδελφούς......που έρχονται στην Αμερική στις αρχές του αιώνα. Πολύ πρώτη!
8159,It’s really classy!,Joey,joy,positive,820,8,7,19,"00:00:26,609","00:00:30,320",Είναι πολύ κομψό!
8160,"Oh, and the director is supposed to be the next next Martin Scorcese.",Joey,joy,positive,820,9,7,19,"00:00:30,488","00:00:34,783",Ο σκηνοθέτης......λένε πως είναι ο επόμενος επόμενος Μάρτιν Σκορτσέζε.
8161,The next next?,Phoebe,neutral,neutral,820,10,7,19,"00:00:36,619","00:00:37,911",Ο επόμενος επόμενος;
8162,"Yeah, there’s this guy from Chicago who’s supposed to be the next Martin Scorcese, all right?",Joey,neutral,neutral,820,11,7,19,"00:00:38,079","00:00:41,915","Ναι, ένας απ'το Σικάγο υποτίθεται ότι είναι ο επόμενος Μάρτιν Σκορτσέζε."
8163,But then this guy’s right after him.,Joey,neutral,neutral,820,12,7,19,"00:00:42,083","00:00:44,209",Αυτός είναι ο επόμενος μετά από εκείνον.
8164,Hello!,Joey,joy,positive,820,13,7,19,"00:00:47,547","00:00:48,630",Εμπρός;
8165,They loved me!,Joey,joy,positive,820,14,7,19,"00:00:54,804","00:00:55,888",Τους άρεσα πολύ!
8166,Oh my God!,Joey,joy,positive,820,15,7,19,"00:00:59,809","00:01:01,935",- Θεέ μου! - Όχι!
8167,"Are you kidding me? I never rent a movie without it!  Oh.  Uh, okay uh let me call you back.",Joey,surprise,negative,820,16,7,19,"00:01:07,692","00:01:18,118",Αστειεύεσαι; Δεν νοικιάζω ταινία χωρίς αυτό!Κατάλαβα. Θα σου τηλεφωνήσω πάλι.
8168,What’s the matter?,Phoebe,neutral,neutral,820,17,7,19,"0:01:18,286","0:01:19,538",-Τι συμβαίνει; -Θέλουν να εμφανιστώ γυμνός.
8169,They want me to be totally naked in the movie!,Joey,surprise,negative,820,18,7,19,"0:01:19,538","0:01:22,052",Θέλουν να είμαι εντελώς γυμνή στην ταινία!
8170,Wow!,Monica,surprise,positive,820,19,7,19,"00:01:22,165","00:01:23,457",- Τι κάνεις;
8171,I know! My grandmother’s gonna see this!,Joey,joy,positive,820,20,7,19,"00:01:22,165","00:01:28,754",Το ξέρω. Την ταινία θα την δει κι η γιαγιά μου.
8172,Grandma’s gonna have to get in line.,Phoebe,joy,positive,820,21,7,19,"00:01:23,625","00:01:28,754",Να περιμένει τη σειρά της.
8173,Oh please! It was such a big class! You never even noticed me!,Elizabeth,joy,positive,821,0,6,18,"00:09:47,253","00:09:51,923",Ηταν πολύ μεγάλη η τάξη και δεν μ'είχες προσέξει ποτέ!
8174,"What? Of course I did! You uh, you sat next to Sleepy Sleeperson.",Ross,surprise,positive,821,1,6,18,"00:09:52,091","00:09:56,386","Και βέβαια σε πρόσεξα.Καθόσουν δίπλα στον ""Κοιμησμένο Κοιμησμενόπουλο""."
8175,Who?,Elizabeth,neutral,neutral,821,2,6,18,"00:09:56,554","00:09:57,596",- Ποιος; - Ο Στάλν.
8176,"Oh uh, I had trouble remembering everyone’s name, so I-I kinda came up with nicknames.",Ross,neutral,neutral,821,3,6,18,"00:09:57,763","00:10:06,271",Δεν θυμάμαι τα ονόματα και δίνω σε όλους παρατσούκλια.
8177,Like the guy on the other side of you was Smelly von Brownshirt.,Ross,neutral,neutral,821,4,6,18,"00:10:02,059","00:10:06,271","Στην άλλη μεριά είχες τον ""Πουκάμισο Πουμυρίζη""."
8178,"Oh yeah. So umm, did you have a nickname for me?",Elizabeth,neutral,neutral,821,5,6,18,"00:10:06,439","00:10:14,321",Εμένα δεν μού'δωσες παρατσούκλι;
8179,"Umm, no. No.",Ross,neutral,neutral,821,6,6,18,"00:10:09,692","00:10:14,321","Όχι, όχι."
8180,Yes you did! What was it?,Elizabeth,surprise,positive,821,7,6,18,"00:10:14,488","00:10:16,406",-Οχι. -Και βέβαια μού'δωσες. Ποιο ήταν;
8181,"Umm, it’s Cutie McPretty.",Ross,neutral,neutral,821,8,6,18,"00:10:19,368","00:10:20,869","""Ομορφούλα Χαριτωμένου""."
8182,Ohh that’s so sweet!,Elizabeth,joy,positive,821,9,6,18,"00:10:21,037","00:10:24,873",Είναι τόσο γλυκό!
8183,"Listen, I gotta tell ya, I-I’m having a great time!",Ross,joy,positive,821,10,6,18,"00:10:25,041","00:10:28,376",Περνάω πολύ καλά!
8184,"Y’know how before you said it might be weird, the whole student teacher thing, and to be frank I thought it would be too, but it’s not.",Ross,surprise,positive,821,11,6,18,"00:10:28,586","00:10:38,011",Θυμάσαι που είπες πόσο παράξενο είναι με καθηγητή και τη φοιτήτρια;
