Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,spanish_text
8836,Hi!,Phoebe,joy,positive,886,9,4,17,"0:13:39,319","0:13:40,006",- ¿Qué pasa?
8837,"Well, what-what ‘cha got there?",Rachel,joy,positive,886,10,4,17,"00:13:40,110","00:13:41,402",Que traes ahi?
8838,"Oh this, well I’m glad you asked.",Phoebe,joy,positive,886,11,4,17,"00:13:41,570","00:13:44,572",Oh esto? Me alegro de que me lo preguntes.
8839,"Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife?",Phoebe,disgust,negative,886,12,4,17,"00:13:47,576","00:13:52,705","Bien, verdad que es odioso tener que cortar una lata con un cuchillo normal de carne?"
8840,Ahh!,Phoebe,neutral,neutral,886,13,4,17,"00:13:54,583","00:13:57,961","¡Ah, qué bueno!"
8841,"Now, I know what you’re thinking",Phoebe,neutral,neutral,886,14,4,17,"00:13:56,210","00:13:57,961","Ahora, sé lo que estás pensando"
8842,Pregnant Woman Slays Four?,Chandler,fear,negative,886,15,4,17,"00:13:58,128","00:14:00,004",¿Una mujer embarazada mata a cuatro?
8843,"Phoebe, they didn’t make you pay for those knives, did they?",Monica,surprise,negative,886,16,4,17,"00:14:02,341","00:14:04,384","Phoebe, ¿no te hicieron pagar por esos cuchillos?"
8844,No!,Phoebe,joy,positive,886,17,4,17,"0:14:04,552","0:14:06,014","¡No, no es así!"
8847,"Honey, you’re not gonna make enough money to help Frank and Alice just by selling knives.",Rachel,neutral,neutral,886,20,4,17,"00:14:09,056","00:14:12,100","Cariño, no vas a ganar suficiente dinero para ayudar a Frank y Alice sólo vendiendo cuchillos."
8848,"No-no, I know that, but I just have to make enough money for the second part of my plan.",Phoebe,neutral,neutral,886,21,4,17,"00:14:13,519","00:14:16,479","No, lo sé, pero tengo que ganar suficiente dinero para la segunda parte de mi plan."
8849,What’s the second part of your plan?,Chandler,neutral,neutral,886,22,4,17,"00:14:16,647","00:14:20,066",¿Cuál es la segunda parte de tu plan?
8850,Yes that’s right.,Ross,neutral,neutral,887,0,6,17,"00:19:26,165","00:19:29,083","Si, eso es."
8851,Why?,The Instructor,surprise,negative,887,1,6,17,"00:19:30,252","00:19:31,294",Por qué?.
8852,"I tired attacking two women, did not work.",Ross,neutral,neutral,887,2,6,17,"00:19:31,461","00:19:35,047",Intenté atacar a dos mujeres pero no funcionó.
8853,What?!,The Instructor,surprise,negative,887,3,6,17,"00:19:35,632","00:19:37,341",Qué?!
8854,"No, I mean it’s okay, I mean, they’re-they’re my friends.",Ross,neutral,neutral,887,4,6,17,"00:19:35,632","00:19:42,305","No, lo que quiero decir es, bueno, ellas son mis amigas."
8855,"In fact, I-I-I was married to one of them.",Ross,anger,negative,887,5,6,17,"00:19:37,509","00:19:42,305","De hecho, estuve casado con una de ellas."
8856,"Let me get this straight man, you attacked your ex-wife?!",The Instructor,anger,negative,887,6,6,17,"00:19:42,472","00:19:44,849","Deja que te pregunte, atacó a su ex-esposa?."
8857,"Oh, no!",Ross,surprise,positive,887,7,6,17,"0:19:45,559","0:19:46,651",Oh
8858,No-no!,Ross,surprise,positive,887,8,6,17,"0:19:46,651","0:19:47,821",no!. No-no!. No
8859,"No, I tired!",Ross,surprise,negative,887,9,6,17,"00:19:47,936","00:19:49,896",lo intenté! .
8860,But I couldn’t.,Ross,neutral,neutral,887,10,6,17,"0:19:51,773","0:19:53,125",Pero no pude
8861,That’s why I’m here.,Ross,anger,negative,887,11,6,17,"0:19:53,125","0:19:54,611",Por eso estoy aquí
8862,Maybe we could attack them together?,Ross,neutral,neutral,887,12,6,17,"00:19:55,027","00:19:57,695",Quizás podriamos atacarlas juntos?.
8863,That-that’s a no.,Ross,neutral,neutral,887,13,6,17,"00:19:59,823","00:20:01,908",Eso... eso es un no.
8864,"What? No! No, I’m not stopping. I’m Red Ross!",Ross,sadness,negative,888,0,4,15,"00:16:13,430","00:16:16,599","No, no, no! No voy a parar. Soy Rojo Ross!"
8865,"Dude, if you go back out there, you’re gonna be Dead Ross!",Joey,anger,negative,888,1,4,15,"00:16:16,767","00:16:19,978","Si vuelves alla, seras ""El muerto Ross""."
8866,I don’t care! I am not quitting! I insist on finishing this game!,Ross,anger,negative,888,2,4,15,"00:16:20,145","00:16:26,567",No me importa! No voy a renunciar! Voy a acabar el partido!
8867,"All right, all right, if you insist on doing this, at least let me help you.",Emily,anger,negative,888,3,4,15,"00:16:23,565","00:16:26,567","Muy bien, de acuerdo, si insistes en hacerlo, al menos déjame que te ayude."
8868,"No, God no! That is no place for a woman. Those guys will grab anything.",Ross,neutral,neutral,888,4,4,15,"00:16:26,735","00:16:30,780",No Dios no! Ese deporte no es para mujeres!Esos hombres te agarran de cualquier parte!
8869,No. That’s not what I’m saying. I just may know a few things that might help you inflict some pain.,Emily,neutral,neutral,888,5,4,15,"00:16:31,907","00:16:36,619",No. No me refiero a eso.Pero sé unas cuantas cosas que podrían ayudarte a sacarlos del partido.
8870,I like that.,Ross,joy,positive,888,6,4,15,"00:16:36,787","00:16:40,164",Me gusta eso.
8871,"Yeah? Listen closely, Devon has got a weak ankle.",Emily,neutral,neutral,888,7,4,15,"0:16:40,332","0:16:42,251",Si.Escucha Devon tiene un tobillo muy débil.
8872,Huh?,Ross,neutral,neutral,888,8,4,15,"0:16:42,251","0:16:42,473",¿Qué es eso?
8873,One swift kick and he’ll back off.,Emily,neutral,neutral,888,9,4,15,"00:16:42,584","00:16:44,669",Dale una patadita y te dejará en paz.
8874,"All right, bad ankle, got it!",Ross,neutral,neutral,888,10,4,15,"00:16:44,837","00:16:46,587","Ok tobilllo malo, es mio!."
8875,"And that big bloke with the beard, he has got a trick hip.",Emily,neutral,neutral,888,11,4,15,"00:16:46,755","00:16:50,591","Y al tipo grande de la barba, le falla la cadera."
8876,Yeah.,Emily,neutral,neutral,888,12,4,15,"0:16:50,759","0:16:54,321","- Sí, es cierto."
8877,"And uh, and David over there, I heard he doesn’t wear a cup.",Emily,neutral,neutral,888,13,4,15,"0:16:54,321","0:16:54,685","Y David, ese de ahí, he oído que no usa suspensorios."
8878,"Yeah? I can use that, trick hip, no cup, okay! Okay!",Ross,joy,positive,888,14,4,15,"00:16:54,805","00:16:58,057","Vaya, me irá bien, cadera mala, no usa suspensorios, ok, ok."
8879,"And uh, Liam, Liam’s got bad knees. You hit him right and he’ll go down like a lamp.",Emily,neutral,neutral,888,15,4,15,"00:16:58,267","00:17:03,187","Y Liam, Liam tiene las rodillas destrozadas. Si le das bien se apagará como una ampolleta."
8880,"But-but, Liam’s on my team.",Ross,joy,positive,888,16,4,15,"00:17:03,355","00:17:05,064",Pero Liam es de mi equipo.
8881,I don’t care! You just get him!,Emily,anger,negative,888,17,4,15,"00:17:05,232","00:17:08,276",Me da igual! Ve a por ellos!
8882,"I’m gonna go get him! Okay, I am going back in!",Ross,joy,positive,888,18,4,15,"00:17:08,444","00:17:11,487","Ok voy a por ellos! Muy bien, voy a encargarme de esos!"
8883,The Red Ross! Okay.,Joey,joy,positive,888,19,4,15,"00:17:13,991","00:17:17,326",Es Rojo Ross.
8884,Oh!  Oh by the way?,Rachel,neutral,neutral,889,0,8,1,"0:03:04,642","0:03:05,393",Por cierto.
8885,Uh-hmm.,Phoebe,neutral,neutral,889,1,8,1,"0:03:05,393","0:03:05,825",- ¿Qué es eso?
8886,James Brolin?,Rachel,neutral,neutral,889,2,8,1,"0:03:05,825","0:03:07,954",¿Qué es James Brolin?
8887,"Oh, I know. I could only think of two names, him and Ed Begley Jr. and then I remembered he’s gay.",Phoebe,neutral,neutral,889,3,8,1,"00:03:08,271","00:03:15,819","Solamente pude pensar en dos nombres: él y Ed Begley Jr.Entonces recordé que el es gay, por lo tanto. . ."
8888,Ed Begley Jr. is not gay.,Rachel,neutral,neutral,889,4,8,1,"0:03:16,321","0:03:18,532",Ed Begley Jr. no es gay.
8889,Really?!,Phoebe,surprise,positive,889,5,8,1,"0:03:18,532","0:03:20,031",En serio?
8890,Hello?,Rachel,neutral,neutral,890,0,6,4,"0:19:16,697","0:19:17,490",¿Hola?
8891,"Hello, is Ross there?",Russell,neutral,neutral,890,1,6,4,"0:19:17,490","0:19:18,790","Hola, ¿Está Ross?"
8892,"Uh no, he’s not. Can I take a message?",Rachel,neutral,neutral,890,2,6,4,"00:19:18,907","00:19:20,449","Uh, no, no está. ¿Podría darle un mensaje?"
8893,"Yes, this Russell, Ross’s divorce lawyer, just tell him that since I haven’t heard from him, I assume he’s decided to give the marriage a try.",Russell,neutral,neutral,890,3,6,4,"00:19:23,203","00:19:31,127","Si, soy Russell, el abogado de divorcios de Ross...sólo digale que ya que no he tenido nuevas noticias suyas, entiendo que ha decidido darle una oportunidad a su matrimonio."
8894,Ross got married again—Nooooooo!!!!!!!!!,Rachel,surprise,negative,890,4,6,4,"00:19:28,125","00:19:31,127",Ross se ha casado de nuevo ¡¡¡¡¡¡¡¡¡Nooooooo!!!!!!!!!
8895,"Oh-oh! Okay, she’s kicking!",Rachel,joy,positive,891,0,8,16,"00:02:20,974","00:02:23,892","OK, está pateando."
8896,Oh!  She’s growing inside you.,Chandler,neutral,neutral,891,1,8,16,"00:02:24,811","00:02:27,354",Está creciendo dentro de ti.
8897,Whoa!!,Rachel,surprise,positive,891,2,8,16,"0:02:27,564","0:02:28,276",¡Qué bueno!
8898,Oh!,Chandler,surprise,negative,891,3,8,16,"0:02:28,276","0:02:28,653","¡Oh, qué bien!"
8899,Wow that was a big one.,Rachel,surprise,positive,891,4,8,16,"0:02:28,815","0:02:29,858",Esa fue una grande.
8900,I think that’s the youngest girl ever to reject me.,Chandler,joy,positive,891,5,8,16,"0:02:29,858","0:02:33,425",Es la chica más pequeña en rechazarme.
8901,Oh hey you guys!,Phoebe,joy,positive,891,6,8,16,"00:02:34,279","00:02:35,779",¡Hola chicos! - Hey.
8902,"Sure, I can hang out ‘til I have to meet ya.  What uh—How come you’re not going?",Joey,neutral,neutral,892,0,8,21,"00:03:46,185","00:03:53,817",¿Porqué no vas?
8903,I have a job interview I have to get ready for.,Chandler,neutral,neutral,892,1,8,21,"00:03:50,105","00:03:53,817",Tengo una entrevista de trabajo.
8904,I thought you already have a job.,Joey,neutral,neutral,892,2,8,21,"0:03:53,984","0:03:55,152",Pensé que tenías un trabajo.
8905,And people say you don’t pay attention.,Chandler,neutral,neutral,892,3,8,21,"0:03:55,152","0:03:59,031",Y luego dicen que no prestas atención.
8906,"No, this is a much better job.",Chandler,neutral,neutral,892,4,8,21,"00:03:59,114","00:04:02,076",Es un trabajo mejor
8907,It’s vice-president of a company that does data reconfiguration and statistical factoring for other companies.,Chandler,neutral,neutral,892,5,8,21,"00:04:02,243","00:04:06,580",Es vicepresidente de la compañía...que reconfigura información y estadísticas para otras compañías.
8908,Wow! How do you know how to do that?!,Joey,surprise,positive,892,6,8,21,"0:04:08,666","0:04:10,838",Wow. ¿Cómo sabes que haces eso?
8909,That’s what I do now.,Chandler,neutral,neutral,892,7,8,21,"0:04:10,838","0:04:13,467",Es lo que hago ahora.
8910,"Hey Joey, come taste this.",Monica,neutral,neutral,892,8,8,21,"0:04:14,630","0:04:16,402",¿Joey? Ven a probar esto.
8911,What is it?,Joey,neutral,neutral,892,9,8,21,"0:04:16,402","0:04:16,986",¿Qué?
8912,Remember that guy that gave me a bad review? Well…  I’m getting my revenge!,Monica,anger,negative,892,10,8,21,"00:04:17,091","00:04:23,264",¿Recuerdas al tipo que me hizo una mala crítica? Bueno...Esta será mi revancha.
8913,You cooked him?,Joey,surprise,negative,892,11,8,21,"00:04:24,098","00:04:26,183",¿Le cocinaste?
8914,No.,Monica,neutral,neutral,892,12,8,21,"00:04:26,350","00:04:30,229","- No, no es así."
8915,"He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again.",Monica,neutral,neutral,892,13,8,21,"00:04:26,350","00:04:33,816","Enseña un curso de crítica alimentaria en la New School, así que antes de ir al cine quiero pasar por allí y hacerle"
8916,"Oh, I cannot wait to read the front page of the Post tomorrow!",Monica,joy,positive,892,14,8,21,"00:04:33,983","00:04:37,194",¡No puedo esperar para leer la portada del Post mañana!
8917,"""Restaurant reviewer admits: I was wrong about Monica.""",Monica,joy,positive,892,15,8,21,"00:04:37,361","00:04:42,199","""El revisor del restaurante admite que estaba equivocado acerca de Monica""."
8918,"The front page? You really do live in your own little world, don’t ya?",Chandler,sadness,negative,892,16,8,21,"00:04:42,366","00:04:47,329",¿De verdad vives en tu propio mundo?
8919,"So, did you uh, find anyone to marry you guys yet?",Joey,neutral,neutral,893,0,7,16,"00:04:52,083","00:04:54,501","Entonces, encontraron a alguien quien los case?."
8920,"No, but Horny for Monica Minister called, wanting to know if we were still together.",Chandler,disgust,negative,893,1,7,16,"00:04:54,752","00:05:01,216","No, pero Horny el ministro que Mónica queria...llamo preguntando si todavía seguiamos juntos."
8921,We’re never gonna find anybody.,Monica,sadness,negative,893,2,7,16,"0:05:02,969","0:05:04,513",Nunca vamos a encontrar a nadie.
8922,Well then let me do it!,Joey,joy,positive,893,3,7,16,"0:05:04,513","0:05:05,627",Dejenme hacerlo!.
8923,Joe,Chandler,joy,positive,893,4,7,16,"0:05:05,722","0:05:06,394",Joe...
8924,No-no-no!,Joey,neutral,neutral,893,5,7,16,"0:05:06,394","0:05:07,576","No, no, no!..."
8925,"Look, I’ve been thinking about it.",Joey,neutral,neutral,893,6,7,16,"0:05:07,576","0:05:07,718","Mira, he estado pensando"
8926,I’m an actor right?,Joey,neutral,neutral,893,7,7,16,"0:05:07,807","0:05:08,975","Soy actor, cierto?"
8927,So I won’t get nervous talking in front of people.,Joey,neutral,neutral,893,8,7,16,"0:05:08,975","0:05:11,109",Asi que no me pongo nervioso cuando hablo frente a las personas.
8930,"I won’t spit, and I won’t stare at Monica’s breasts!",Joey,anger,negative,893,9,7,16,"00:05:11,269","00:05:14,813",No voy a escupir!. No me quedare mirando los pechos de Mónica!.
8932,Everyone knows I’m an ass man!,Joey,joy,positive,893,10,7,16,"00:05:15,565","00:05:18,275",Soy un hombre decente.
8933,That is true.,Monica,neutral,neutral,893,11,7,16,"00:05:19,736","00:05:21,862",Eso es cierto.
8934,"Yeah and the most important thing is that it won’t be some like, stranger up there who barely knows you.",Joey,joy,positive,893,12,7,16,"00:05:19,736","00:05:25,574","Sí, y lo más importante es que no soy un extraño que apenas conocen."
8935,It’ll be me!,Joey,joy,positive,893,13,7,16,"0:05:25,742","0:05:26,714",Sere yo
8936,And I swear I’ll do a really good job.,Joey,joy,positive,893,14,7,16,"0:05:26,714","0:05:29,434",. Y les juro que hare un buen trabajo
8937,"Plus, y’know I love you guys and-and it would really mean a lot to me.",Joey,joy,positive,893,15,7,16,"00:05:29,579","00:05:33,040","Ademas, ya saben que los quiero y que significaria mucho para mi."
8939,It might be kinda cool.,Monica,joy,positive,893,16,7,16,"00:05:35,126","00:05:36,376",Podría ser algo genial.
8940,So I can do it?,Joey,joy,positive,893,17,7,16,"00:05:36,544","00:05:38,795","Puedo hacerlo?. - Sí, puedes hacerlo."
8942,I still can’t believe they took away my key. You trust me with yours.,Joey,fear,negative,895,0,8,3,"00:07:33,494","00:07:36,955","Aún no puedo creer que nos sacaron las llaves.Claro, tu me darías la tuya."
8943,Of course I do! And I’m gonna give it back to you as soon as they’re done with it at the key shining place.,Phoebe,neutral,neutral,895,1,8,3,"00:07:37,165","00:07:46,798",Te la daré en cuanto terminen de pulirla en la tienda.
8944,What the hell is that?,Joey,anger,negative,895,2,8,3,"00:07:47,091","00:07:49,676",Que diablos es eso?
8945,"Whoa! Whoa! Whoa! Treeger, what are you doing?",Joey,surprise,negative,895,3,8,3,"0:07:50,553","0:07:52,985","Oh oh Treeger, qué está haciendo?"
8946,You said there was a gas leak in here.,Mr. Treeger,neutral,neutral,895,4,8,3,"0:07:52,985","0:07:54,437",Me dijo que había una fuga de gas aquí.
8947,Well why don’t you use your key?,Phoebe,neutral,neutral,895,5,8,3,"0:07:54,599","0:07:55,981",Por qué no usan su llave?
8948,"Because by the time I find it on this thing , the whole place might have exploded.",Mr. Treeger,neutral,neutral,895,6,8,3,"0:07:55,981","0:07:59,528","Porque para cuando la  haya encontrado, el apartamento habría explotado."
8949,"If that happens at another building that I manage, people are gonna start asking questions.",Mr. Treeger,neutral,neutral,895,7,8,3,"00:07:59,729","00:08:03,523",Y si llegara a pasar en otro edificio comenzarían las sospechas.
8950,Come on!,Mr. Treeger,anger,negative,895,8,8,3,"0:08:03,733","0:08:04,285",Vamos
8951,Hurry up.,Mr. Treeger,sadness,negative,895,9,8,3,"0:08:04,285","0:08:05,377",apúrate.
8952,Oh! We could have done that.,Phoebe,neutral,neutral,895,10,8,3,"00:08:08,196","00:08:11,031","Oh, pudimos haber hecho eso."
8953,"Luckily, the guy she settled for can’t hear what you’re talking about.",Chandler,neutral,neutral,896,0,8,16,"00:03:48,561","00:03:53,148","Afortunadamente, el tipo con el que se conformó no puede oirlas."
8954,"Oh, I’m so sorry.",Phoebe,sadness,negative,896,1,8,16,"0:03:53,566","0:03:54,738",Oh
8955,"Um, and maybe I’m wrong!",Phoebe,sadness,negative,896,2,8,16,"0:03:54,738","0:03:56,213",lo siento tanto. Quizás esté equivocada.
8956,"I but—y’know I’m gonna go out with him again, I’ll find out more.",Phoebe,neutral,neutral,896,3,8,16,"00:03:56,402","00:03:59,321",Vamos a salir de nuevo. Averiguaré más.
8957,You believe that this guy is destined for someone else and you’re still gonna date him?,Chandler,surprise,negative,896,4,8,16,"00:03:59,530","00:04:02,291","Está hecho para ella, ¿y vas a salir con él?"
